INCIDENT_DATE,TIME_OF_DAY,AIRPORT,STATE,OPERATOR,AIRCRAFT,AC_CLASS,AC_MASS,TYPE_ENG,NUM_ENGS,PHASE_OF_FLIGHT,HEIGHT,SPEED,SKY,DAMAGE_LEVEL,PARTS_STRUCK,PARTS_DAMAGED,ENGINE_INGESTION,SPECIES,SIZE,NUM_STRUCK
1991-08-08,Day,MBS INTL,MI,UNITED AIRLINES,B-737,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,Some Cloud,Substantial,1,1,No,Upland sandpiper,Small,1
1990-11-06,Night,UNKNOWN,,GP EXPRESS AIRLINES,BE-99,airplane,"2,251-5,700 kg",turboprop,2.0,En Route,7000.0,180.0,Overcast,Undetermined,5,4,No,Unknown bird - large,Large,2-10
1993-10-19,,UNKNOWN,,1US AIRWAYS,FOKKER F28 MK 4000,airplane,"27,001-272,000 kg",turbofan,2.0,,,,Some Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1991-09-21,Day,RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,AMERICAN AIRLINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Climb,6000.0,250.0,Some Cloud,Minor,2,1,No,Gulls,Medium,2-10
1991-08-05,Day,ROCHESTER INTL,MN,PRIVATELY OWNED,BE-90 KING,airplane,"2,251-5,700 kg",turboprop,2.0,Landing Roll,0.0,,Some Cloud,Minor,1,1,No,Unknown bird - small,Small,1
1990-11-25,Night,TRI-CITIES,WA,WESTAIR COMMUTER,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,800.0,140.0,Some Cloud,Minor,5,3,No,Canada goose,Large,2-10
1990-10-30,Day,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,DELTA AIR LINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,No Cloud,Undetermined,1,1,No,Mourning dove,Small,1
1992-11-27,Day,WACO REGIONAL ARPT,TX,METROFLIGHT,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,2500.0,190.0,No Cloud,Undetermined,2,1,No,New World vultures,Large,1
1995-07-05,,THE EASTERN IOWA ARPT,IA,UNITED AIRLINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1994-10-23,Night,PITTSBURGH INTL ARPT,PA,PSA AIRLINES,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,200.0,120.0,No Cloud,Substantial,1,1,No,Unknown bird - medium,Medium,1
1996-09-19,,NEWARK LIBERTY INTL ARPT,NJ,UNITED AIRLINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,3000.0,,,Undetermined,2,1,No,Unknown bird - medium,Medium,2-10
1991-09-05,Day,HUNTSVILLE INTL ARPT-CARL T JONES FIELD,AL,UNKNOWN,C-182,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,10.0,90.0,No Cloud,Minor,1,1,No,Mourning dove,Small,2-10
1990-09-20,,UNKNOWN,,AMERICAN AIRLINES,B-727,airplane,"27,001-272,000 kg",turbofan,3.0,,,,Some Cloud,Minor,1,1,No,Unknown bird - small,Small,1
1990-11-06,Day,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,NORTHWEST AIRLINES,DORNIER,airplane,,,2.0,Landing Roll,0.0,,,Minor,1,1,No,Gulls,Medium,1
1991-09-12,Day,DANBURY MUNICIPAL ARPT,CT,PRIVATELY OWNED,PA-28,airplane,"2,250 kg or less",reciprocating engine,1.0,Take-off Run,0.0,,,Minor,1,1,No,Mourning dove,Small,1
1991-03-25,Dusk,LA GUARDIA ARPT,NY,1US AIRWAYS,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,500.0,129.0,Overcast,Minor,2,1,No,Gulls,Medium,1
1993-10-15,Night,CORPUS CHRISTI INTL ARPT,TX,EXPRESSJET (CONTINENTAL EXPRS),ATR-42,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,2000.0,200.0,No Cloud,Undetermined,1,1,No,Unknown bird - large,Large,1
1991-01-05,Day,LOS ANGELES INTL,CA,DELTA AIR LINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,170.0,Some Cloud,Minor,1,1,No,Ducks,Medium,2-10
1994-04-30,Day,RALEIGH-DURHAM INTL,NC,AMERICAN EAGLE AIRLINES,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Climb,,,Some Cloud,Substantial,2,2,No,Gulls,Medium,1
1991-12-13,Night,BARKLEY REGIONAL ARPT,KY,BUSINESS,C-152,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,1400.0,,Some Cloud,Minor,1,1,No,Canada goose,Large,1
1991-05-07,Dawn,NEWARK LIBERTY INTL ARPT,NJ,UPS AIRLINES,DC-8-70,airplane,"27,001-272,000 kg",turbofan,4.0,Landing Roll,0.0,100.0,Some Cloud,Substantial,1,1,No,Gulls,Medium,1
1990-09-12,Day,UNKNOWN,,NIPPON CARGO AIRLINES,B-747-1/200,airplane,"above 272,000 kg",turbofan,4.0,,,,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1992-07-30,Dawn,CORPUS CHRISTI INTL ARPT,TX,EXPRESSJET (CONTINENTAL EXPRS),ATR-42,airplane,"5,701-27,000 kg",turboprop,2.0,Climb,500.0,,No Cloud,Minor,2,1,No,Unknown bird - medium,Medium,1
1994-10-23,Night,WESTCHESTER COUNTY ARPT,NY,BUSINESS EXPRESS,SAAB-340,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,400.0,130.0,Overcast,Undetermined,1,1,No,Canada goose,Large,2-10
1994-03-08,Night,ELIZABETH CITY CGAS/REGIONAL ARPT,NC,PRIVATELY OWNED,MOONEY-20B/C,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,1500.0,120.0,No Cloud,Minor,2,1,No,Snow goose,Large,2-10
1993-08-31,Day,LEHIGH VALLEY INTL,PA,DELTA AIR LINES,MD-88,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,Some Cloud,Minor,1,1,No,Common grackle,Small,11-100
1990-05-07,Day,INDIANAPOLIS INTL ARPT,IN,BUSINESS,BE-90 KING,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,3200.0,160.0,Some Cloud,Substantial,2,2,No,Ducks,Medium,1
1990-12-18,Night,SAN FRANCISCO INTL ARPT,CA,TRANS WORLD AIRLINES,L-1011,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,,,,Minor,1,1,No,Ducks,Medium,1
1990-09-16,Day,LOS ANGELES INTL,CA,AMERICA WEST AIRLINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,12500.0,320.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1990-10-25,Night,DANBURY MUNICIPAL ARPT,CT,BUSINESS,PA-31 NAVAJO,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Take-off Run,0.0,90.0,Some Cloud,Minor,1,1,No,Canada goose,Large,1
1992-05-09,Night,LIHUE ARPT,HI,ALOHA AIRLINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,100.0,Some Cloud,Undetermined,1,1,No,Spotted dove,Small,1
1992-11-24,Day,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,FOKKER F100,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,300.0,135.0,Some Cloud,Substantial,1,1,No,Rock pigeon,Small,1
1992-11-18,Day,LAKEFRONT AIRPORT,LA,FEDEX EXPRESS,C-560,airplane,"5,701-27,000 kg",turbofan,2.0,Landing Roll,0.0,75.0,No Cloud,Minor,1,1,No,Brown pelican,Large,1
1992-03-07,Day,UNKNOWN,,PRIVATELY OWNED,C-152,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,1800.0,105.0,Some Cloud,Substantial,1,1,No,Gulls,Medium,1
1990-07-24,Day,BURKE LAKEFRONT,OH,BUSINESS,DASSAULT-20 FALCON,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,20.0,140.0,Some Cloud,Undetermined,1,1,No,Gulls,Medium,1
1991-02-22,Day,BOB HOPE ARPT,CA,UNITED AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,100.0,Some Cloud,Substantial,1,1,No,Rock pigeon,Small,2-10
1991-03-17,Night,PHILADELPHIA INTL,PA,PRIVATELY OWNED,C-172,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,2500.0,115.0,No Cloud,Minor,1,1,No,Geese,Large,2-10
1990-06-14,Day,LAKE IN THE HILLS,IL,BUSINESS,C-152,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,50.0,65.0,Some Cloud,Minor,1,1,No,Rock pigeon,Small,1
1990-09-16,Day,UNKNOWN,,BUSINESS,BE-17,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,850.0,,,Minor,1,1,No,Gulls,Medium,1
1991-10-11,Day,UNKNOWN,,PAN AM,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,En Route,16000.0,280.0,Overcast,Minor,1,1,No,Unknown bird - medium,Medium,1
1991-09-20,Day,RALEIGH-DURHAM INTL,NC,1US AIRWAYS,FOKKER F28 MK 1000,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,200.0,140.0,Some Cloud,Minor,1,1,No,Unknown bird - large,Large,1
1993-07-12,Day,OGDEN-HINCKLEY ARPT,UT,BUSINESS,HAWKER-SDLY HS125,airplane,"5,701-27,000 kg",turbojet,2.0,Approach,,280.0,Some Cloud,Minor,1,1,No,Unknown bird - small,Small,2-10
1990-10-06,Night,DANBURY MUNICIPAL ARPT,CT,PRIVATELY OWNED,PA-28,airplane,"2,250 kg or less",reciprocating engine,1.0,Landing Roll,0.0,,No Cloud,Minor,1,1,No,Canada goose,Large,2-10
1991-07-09,Day,DENVER STAPLETON ARPT,CO,AMERICAN AIRLINES,MD-80,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,7000.0,320.0,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1990-07-09,Dusk,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,1US AIRWAYS,B-737-400,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,150.0,140.0,No Cloud,Substantial,1,1,No,Gulls,Medium,1
1990-10-10,Night,ONTARIO INTL ARPT,CA,SKYWEST AIRLINES,MERLIN III,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,150.0,120.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1990-06-04,Day,ATLANTIC CITY INTL,NJ,BUSINESS,MU-300,airplane,"2,251-5,700 kg",turbofan,2.0,Take-off Run,0.0,115.0,No Cloud,Undetermined,1,1,No,Gulls,Medium,2-10
1991-05-11,Day,MINOT INTL AIRPORT,ND,CONTINENTAL AIRLINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,30.0,125.0,Overcast,Minor,5,1,No,Gulls,Medium,11-100
1990-11-18,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,B-727-200,airplane,"27,001-272,000 kg",turbofan,3.0,Landing Roll,0.0,140.0,No Cloud,Substantial,1,1,No,Unknown bird - medium,Medium,1
1991-09-23,Day,CHICAGO MIDWAY INTL ARPT,IL,SOUTHWEST AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,140.0,No Cloud,Substantial,1,1,No,Gulls,Medium,1
1990-11-20,Day,OPA-LOCKA EXECUTIVE ARPT,FL,UNKNOWN,PA-46 MALIBU,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,3000.0,140.0,Some Cloud,Substantial,2,2,No,Unknown bird - medium,Medium,1
1993-07-19,Day,DANBURY MUNICIPAL ARPT,CT,BUSINESS,PA-60 600,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Take-off Run,0.0,,,Substantial,1,1,No,White-tailed deer,Large,1
1993-10-16,Day,ALLEGHENY COUNTY ARPT,PA,BUSINESS,C-152,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,500.0,65.0,Some Cloud,Minor,1,1,No,Hawks,Medium,1
1990-06-03,Day,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-80,airplane,"27,001-272,000 kg",turbofan,2.0,,,,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1990-03-22,Day,LAMBERT-ST LOUIS INTL,MO,TRANS STATES AIRLINES,SA227 AC METRO III,airplane,"2,251-5,700 kg",turboprop,2.0,Climb,200.0,160.0,No Cloud,Minor,2,1,No,European starling,Small,2-10
1990-09-04,Dusk,NEWPORT NEWS/WILLIAMSBURG INTL,VA,1US AIRWAYS,DC-9-30,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1300.0,127.0,Some Cloud,Minor,1,1,No,Ducks,Medium,1
1992-07-20,Day,NEWPORT NEWS/WILLIAMSBURG INTL,VA,BUSINESS,PA-23 APACHE,airplane,"2,250 kg or less",reciprocating engine,2.0,Climb,700.0,120.0,Some Cloud,Substantial,1,1,No,New World vultures,Large,1
1991-05-15,Day,SALT LAKE CITY INTL,UT,DELTA AIR LINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,20.0,150.0,Some Cloud,Substantial,1,1,No,Hawks,Medium,1
1991-02-21,Day,TAMPA INTL,FL,HENSON,DHC8 DASH 8,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,2600.0,130.0,No Cloud,Minor,1,1,No,New World vultures,Large,1
1991-02-04,Day,NORFOLK INTL,VA,BUSINESS,BE-300 KING,airplane,"2,250 kg or less",turboprop,2.0,Approach,,,No Cloud,Minor,1,1,No,Geese,Large,2-10
1990-08-23,Day,INDIANAPOLIS INTL ARPT,IN,SOUTHWEST AIRLINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,95.0,No Cloud,Undetermined,2,1,No,Mourning dove,Small,2-10
1990-11-30,Day,UNKNOWN,,BUSINESS,AEROS 355,helicopter,"2,251-5,700 kg",turboshaft,2.0,En Route,400.0,125.0,No Cloud,Minor,2,2,No,Gulls,Medium,1
1990-02-26,Night,AUSTIN-BERGSTROM INTL,TX,1US AIRWAYS,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Descent,10000.0,250.0,No Cloud,Minor,2,2,No,Hawks,Medium,1
1990-09-09,Night,EVANSVILLE REGIONAL,IN,AIR MIDWEST,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,4500.0,245.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1990-10-02,Night,KENT STATE UNIVERSITY,OH,BUSINESS,C-152,airplane,"2,250 kg or less",reciprocating engine,1.0,Take-off Run,0.0,53.0,No Cloud,Substantial,4,4,No,White-tailed deer,Large,1
1992-01-14,Dusk,SPOKANE INTERNATIONAL,WA,DELTA AIR LINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,70.0,Overcast,Substantial,1,1,No,Unknown bird - medium,Medium,2-10
1991-10-17,,JOHN F KENNEDY INTL,NY,EXPRESSJET (CONTINENTAL EXPRS),DC-10-30,airplane,"27,001-272,000 kg",turbofan,3.0,Approach,300.0,,Overcast,Substantial,1,1,No,Herring gull,Medium,2-10
1991-12-04,Night,MEMPHIS INTL,TN,PINNACLE,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Climb,7000.0,160.0,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1996-10-07,,BOB HOPE ARPT,CA,UNITED AIRLINES,B-737-500,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,,,,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1991-03-19,Night,UNKNOWN,,BUSINESS,C-414,airplane,"2,251-5,700 kg",reciprocating engine,2.0,En Route,7000.0,165.0,Overcast,Minor,1,1,No,Geese,Large,1
1992-12-02,Day,MIAMI INTL,FL,NASHVILLE EAGLE,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,500.0,130.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,2-10
1991-09-21,Night,UNKNOWN,,ABX AIR,DC-9-30,airplane,"27,001-272,000 kg",turbofan,2.0,En Route,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
1993-11-19,Night,OTTUMWA REGIONAL ARPT,IA,GREAT LAKES AIRLINES,BE-1900,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,5000.0,230.0,No Cloud,Undetermined,3,2,No,Mallard,Medium,2-10
1990-05-18,Day,UNKNOWN,,BUSINESS,HUGHES 500,helicopter,"2,250 kg or less",turboshaft,1.0,En Route,650.0,95.0,Overcast,Minor,1,1,No,Wilson's snipe,Small,1
1991-04-17,Day,BRAWLEY MUNICIPAL,CA,BUSINESS,BE-36,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,30.0,110.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1990-09-29,Day,REPUBLIC AIRPORT,NY,PRIVATELY OWNED,C-182,airplane,"2,250 kg or less",reciprocating engine,1.0,Climb,1000.0,85.0,No Cloud,Minor,1,1,No,Gulls,Medium,1
1994-01-29,Day,FORT LAUDERDALE/HOLLYWOOD INTL,FL,AIRWAYS INTL,C-402,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Climb,700.0,110.0,No Cloud,Minor,1,1,No,Turkey vulture,Large,1
1992-04-13,Night,KALAMAZOO/BATTLE CREEK INTL,MI,PSA AIRLINES,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Landing Roll,0.0,,Overcast,Substantial,1,1,No,White-tailed deer,Large,1
1992-09-06,Night,SALT LAKE CITY INTL,UT,SIERRA PACIFIC AIRLINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2000.0,190.0,No Cloud,Substantial,4,3,No,Ducks,Medium,11-100
1992-08-18,Day,LA GUARDIA ARPT,NY,1US AIRWAYS,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,100.0,140.0,Some Cloud,Minor,1,1,No,"Ducks, geese, swans",Large,1
1990-05-26,Day,CLEVELAND-HOPKINS INTL ARPT,OH,AMERICAN AIRLINES,MD-80,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,90.0,140.0,Some Cloud,Substantial,1,1,No,Gulls,Medium,1
1993-11-19,Day,EXECUTIVE ARPT,FL,PRIVATELY OWNED,BE-58 BARON,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,400.0,140.0,Some Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1992-04-13,Night,MAHLON SWEET FLD,OR,WESTAIR COMMUTER,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,2000.0,,,Minor,1,1,No,Unknown bird - large,Large,1
1990-10-27,Day,TAMPA INTL,FL,1US AIRWAYS,FOKKER F28 MK 1000,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,150.0,130.0,No Cloud,Minor,1,1,No,Egrets,Medium,2-10
1991-09-09,Night,DALLAS/FORT WORTH INTL ARPT,TX,AMERICAN AIRLINES,MD-83,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,2000.0,160.0,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1993-11-08,Day,RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,NORTHWEST AIRLINES,B-757-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,200.0,130.0,No Cloud,Undetermined,1,1,No,Gulls,Medium,1
1990-07-23,Day,WILLIAM M TUCK ARPT,VA,BUSINESS,CITATION II,airplane,"5,701-27,000 kg",turbofan,2.0,Climb,5.0,110.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1992-10-16,Night,FORT SMITH REGIONAL ARPT,AR,PINNACLE,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Approach,200.0,140.0,Some Cloud,Substantial,2,2,No,Unknown bird - medium,Medium,1
1990-07-10,Night,DEKALB-PEACHTREE ARPT,GA,BUSINESS,C-152,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,2000.0,90.0,Some Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1993-10-01,Day,MIAMI INTL,FL,COPA AIRLINES,B-737-100,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,1000.0,,No Cloud,Undetermined,2,2,No,Brown pelican,Large,1
1994-07-18,Day,BIRMINGHAM-SHUTTLESWORTH INTL,AL,COMAIR AIRLINES,EMB-120,airplane,"5,701-27,000 kg",turboprop,2.0,Approach,1500.0,120.0,No Cloud,Minor,2,1,No,Unknown bird - medium,Medium,1
1990-11-21,Dawn,QUAD CITY ARPT,IL,UNITED AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,60.0,155.0,Overcast,Substantial,2,2,No,Gulls,Medium,2-10
1991-12-10,Dusk,MCNARY FLD ARPT,OR,PRIVATELY OWNED,C-414,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,,,,Minor,1,1,No,Unknown bird - medium,Medium,1
1990-07-23,Day,CLEVELAND-HOPKINS INTL ARPT,OH,AMERICAN AIRLINES,MD-80,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,300.0,140.0,Some Cloud,Minor,1,1,No,Unknown bird - small,Small,1
1991-04-22,Day,NEW CASTLE COUNTY,DE,BUSINESS,IAI-1124,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,,Overcast,Minor,2,2,No,Gulls,Medium,2-10
1993-09-03,Day,NASHVILLE INTL,TN,AMERICAN EAGLE AIRLINES,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Take-off Run,0.0,100.0,Overcast,Undetermined,1,1,No,Unknown bird - medium,Medium,2-10
1991-10-26,Day,SAN ANTONIO INTL,TX,1US AIRWAYS,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,400.0,,Some Cloud,Substantial,1,1,No,Turkey vulture,Large,1
1991-10-29,Night,THE EASTERN IOWA ARPT,IA,BUSINESS,C-402,airplane,"2,251-5,700 kg",reciprocating engine,2.0,Approach,1600.0,110.0,Overcast,Minor,1,1,No,Ducks,Medium,1
1990-09-22,Night,UNKNOWN,,GOVERNMENT,C-206,airplane,"2,250 kg or less",reciprocating engine,1.0,En Route,2000.0,120.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1990-08-02,Day,JOHN F KENNEDY INTL,NY,TRANS WORLD AIRLINES,B-747-1/200,airplane,"above 272,000 kg",turbofan,4.0,Approach,300.0,,No Cloud,Undetermined,1,1,No,Herring gull,Medium,1
1991-08-21,Day,JOHN F KENNEDY INTL,NY,UNITED AIRLINES,B-747-1/200,airplane,"above 272,000 kg",turbofan,4.0,Take-off Run,0.0,90.0,No Cloud,Substantial,1,1,No,Peregrine falcon,Medium,1
1991-04-11,Night,CHICAGO O'HARE INTL ARPT,IL,AMERICAN AIRLINES,B-727,airplane,"27,001-272,000 kg",turbofan,3.0,Climb,1500.0,175.0,Overcast,Undetermined,1,1,No,Ducks,Medium,1
1990-10-26,Day,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,FEDEX EXPRESS,B-747-1/200,airplane,"above 272,000 kg",turbofan,4.0,Landing Roll,0.0,,,Minor,1,1,No,Gulls,Medium,1
1990-08-29,Dawn,DEKALB-PEACHTREE ARPT,GA,BUSINESS,C-500,airplane,"2,251-5,700 kg",turbofan,2.0,Take-off Run,0.0,,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1991-10-18,Day,HECTOR INTERNATIONAL,ND,BUSINESS,LOCKHEED 1329,airplane,"5,701-27,000 kg",turbojet,4.0,Climb,50.0,160.0,No Cloud,Minor,1,1,No,Unknown bird - small,Small,1
1991-11-20,Day,GREATER ROCHESTER INTL,NY,CONTINENTAL AIRLINES,DC-9-50,airplane,"27,001-272,000 kg",turbofan,2.0,Landing Roll,0.0,,,Minor,1,1,No,White-tailed deer,Large,1
1992-09-29,Night,PEORIA INTL ARPT,IL,ABX AIR,DC-9-30,airplane,"27,001-272,000 kg",turbofan,2.0,Take-off Run,0.0,,Some Cloud,Minor,1,1,No,White-tailed deer,Large,2-10
1991-10-29,Night,UNKNOWN,,AMERICA WEST AIRLINES,B-737-300,airplane,"27,001-272,000 kg",turbofan,2.0,Descent,8500.0,260.0,No Cloud,Undetermined,1,1,No,Ducks,Medium,2-10
1991-09-26,Day,MUHAMMAD ALI INTERNATIONAL,KY,MIDWAY AIRLINES,DC-9,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,100.0,120.0,No Cloud,Minor,1,1,No,Mourning dove,Small,2-10
1991-09-25,Dawn,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,GREAT LAKES AIRLINES,BE-1900,airplane,"5,701-27,000 kg",turboprop,2.0,,,200.0,No Cloud,Minor,1,1,No,Unknown bird - medium,Medium,1
1992-07-29,Day,SPRINGFIELD-BRANSON NATIONAL,MO,PINNACLE,BA-31 JETSTR,airplane,"2,251-5,700 kg",turboprop,2.0,Landing Roll,0.0,110.0,Some Cloud,Minor,1,1,No,Mourning dove,Small,11-100
1990-11-21,Night,CAMARILLO,CA,UNKNOWN,PA-24 COMANCHE,airplane,"2,250 kg or less",reciprocating engine,1.0,Approach,1500.0,125.0,Some Cloud,Minor,1,1,No,Gulls,Medium,1
1990-08-18,Day,GENERAL MITCHELL INTL,WI,BUSINESS,C-425,airplane,"2,251-5,700 kg",turboprop,2.0,Take-off Run,0.0,98.0,Overcast,Undetermined,2,1,No,Gulls,Medium,11-100
1993-11-30,Night,PALO ALTO ARPT OF SANTA CLARA COUNTY,CA,PRIVATELY OWNED,ROBINSON R22,helicopter,"2,250 kg or less",reciprocating engine,1.0,Climb,1000.0,80.0,No Cloud,Substantial,4,4,No,Gulls,Medium,1
1990-11-27,Day,ABRAHAM LINCOLN CAPITAL ARPT,IL,GOVERNMENT,BE-200 KING,airplane,"2,251-5,700 kg",turboprop,2.0,Climb,300.0,140.0,Some Cloud,Undetermined,1,1,No,Gulls,Medium,2-10
1990-11-12,Night,PITTSBURGH INTL ARPT,PA,1US AIRWAYS,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Approach,2300.0,190.0,No Cloud,Undetermined,2,2,No,Unknown bird - large,Large,2-10
1992-10-10,Night,WHEELING OHIO COUNTY ARPT,WV,PRIVATELY OWNED,PA-28,airplane,"2,250 kg or less",reciprocating engine,1.0,Landing Roll,0.0,,,Minor,1,1,No,White-tailed deer,Large,1
1990-06-17,Night,WILL ROGERS WORLD ARPT,OK,SOUTHWEST AIRLINES,B-737-200,airplane,"27,001-272,000 kg",turbofan,2.0,Climb,1000.0,180.0,No Cloud,Undetermined,1,1,No,Unknown bird - medium,Medium,1
1991-12-12,Night,MORRISTOWN MUNICIPAL ARPT,NJ,BUSINESS,DASSAULT-50 FALCON,airplane,"5,701-27,000 kg",turbofan,3.0,Landing Roll,0.0,,,Minor,1,1,No,White-tailed deer,Large,1
1993-12-24,Night,UNKNOWN,,BUSINESS,BELL-206,helicopter,"2,250 kg or less",turboshaft,1.0,En Route,150.0,110.0,No Cloud,Undetermined,4,1,No,Gulls,Medium,2-10
1990-07-14,Day,DRUMMOND ISLAND ARPT,MI,BUSINESS,CITATION II,airplane,"5,701-27,000 kg",turbofan,2.0,Take-off Run,0.0,,No Cloud,Substantial,1,1,No,Gulls,Medium,1
